10011100111011,01100010111010,11110100110100,00101110100110,11110110000011,01010001100111,10111011101000,01111101010010,11001111110001,11011010010110,11000101001110,01101000001101,00010111011101,10100001010111
10110011001110,11001001100100,01010010110100,01100001010101,00011001111011,11111010000001,00101111111000,11010101011000,01110101100010,10110100101101,10111100010110,10000111110011,11100000111010,01001110001111
00100111000110,11100000011111,10010101001101,10001101110011,01001011000101,01011100111110,00010011111011,00111110010001,01100101101001,11111001001010,11000111011000,11110001110100,11010110100011,10101010101100
10001010110011,11110010010100,00111001111100,01001110101100,11010001100101,11111100100010,01010011101010,00111111000111,10110110101001,11101011001001,01011100011001,10000101011110,01100111110001,01100000101111
11001101010100,10010101010011,11011011001001,10110100101100,01100101001111,00111111100010,00001100111001,01111000011010,11000110101010,11100001110001,10101010010111,00010011111110,01011000100111,01110110010101
10001011111100,00100101011010,01110010110110,01000111010101,10011110010011,11010100111001,10100011100011,11000110001110,10110101000100,01111011001000,11101000010111,00101110101101,00010001001111,01001101100010
11101100001000,01100010011011,00101110100110,00110001101010,01111011000101,10001001011110,11010010111100,00001111111001,00110100011101,11000101100111,10111000110001,10110111010000,01011100010010,10011110001011
10100110011001,11100011100010,11011010111000,10010001101101,01110110001110,00001111100101,11000100110111,11111100000001,01101001011100,00101000101011,01010011010011,10001101001010,10111010010110,00110101110000
01110011011110,01010101100011,10111100001010,11001111001100,01100100111001,11111001010101,11001010110010,10000000101111,00011110010101,10100111010011,10010101111000,00111011101001,00101101110110,11110110100100
11010110100011,00100101110011,01110111100100,01010100011101,10011101101110,11001111010000,10110110111000,01111000010010,00011011101001,01000010111110,00101110001111,10010011010111,11101000110101,11100001001011
10110001000111,11000011101001,10001011110100,11010100111110,00011111100011,01001101011111,01110110010101,11101000110011,11111101000000,10100111011010,10011010011001,01111010001110,10101100101101,00110001111000
11111001100110,11100011001001,01001100101011,00111010111010,10000101111010,11011100011000,11100110110100,01010001111101,10110100001111,01110101010011,10011111100001,00101101011100,01010111001110,10001010010111
00101100101001,00011001110101,10111101100010,11010000111011,11001111011000,10110110010001,00100011111110,10000101001111,01101100010110,01111011001011,10111000001100,01010110101100,11100001100101,10001010100111
00011110001101,00110111110010,01101011001010,10111001011000,11111100100010,10000101101011,01100101101100,11001101010110,11010010111110,11100110010001,11110001000111,01011001110001,00101000111111,10101011100100
01010011010101,11000000101111,10110010110110,01101001100100,01011000011010,10011101110001,01100110110001,00000101011110,00011110101100,11110101001000,00111100000111,00110011101011,11001111000010,10101010011101
10110001000111,11000011101001,10001011110100,11010100111110,00011110100011,01001101011111,01110110010101,11101000110011,11111101000000,01100111100110,10100110011010,01111010001110,10101100101101,00110001111000
11001110110000,01110100110100,11011101000110,00111111011000,11101000011100,01011001111011,11110010101010,01000110001111,10110100010011,11010011010101,00101011100111,10011100101101,11100101101001,10000101111110
10001101001111,10111011100101,11100001011100,01111101010001,01111011001010,01000011110011,10110000111011,00110111010110,11010101100010,11100110000011,01010110101101,01101100100110,11011010010110,10001110111000
00110111001110,10100000011111,10011101000101,10101101110010,01001011000111,01011100111110,00011011111001,01111110010001,01100101101001,11111001001010,11000111011000,11110001110100,11010110100011,10101010101100
01010011000101,11000000101111,10110010110110,01101001110100,01011000011010,10011101110001,01100110110001,00000101011110,00011110101100,11110101001000,00111100000111,00101011101011,11001111000010,10101010011101
11000011101000,11010001010111,01101010110100,10100010001101,00011001101101,01000100111111,01011010001011,11110100100001,10001111010001,00110111011000,10111000111010,10010110100110,11101101001110,00100011100011
01010011010101,11000000101111,10110010110110,01101001110100,01011000011010,10011101110001,01100110110011,00000101011110,01011110101100,11110101001000,00111100000111,00111011101011,11001111000010,10101010011101
11010110100011,00100101110001,01110111000100,01010100011101,10011101101110,11001111011000,10110010111000,01111000010010,01011011101001,01000011111110,00101110001111,10011011010111,11101000100101,11100001001011
11001011010011,10101101000100,01011100010110,11110110000011,11001110101010,00100110110101,00111011100010,00011010001101,01110111011000,11010011100100,10100010011110,11111000111001,01100001101111,10010101111011
00110111000110,10100000011111,10011101001101,10101101110010,01001011000111,01011100111110,00010011111011,01111110010001,01100101101001,11111001001010,11000111011000,11110001110100,11010110100011,10101010101100
01100111011001,01001110100101,01111001110100,11001010111010,11100001100111,01011101001011,11111010000001,11010100010110,00001011010111,00101100110011,10010000111101,10010111100000,10101101001100,00110010101110
01100100111100,10110100100110,11010010111000,10101110001001,10001000110101,01011100101011,11110101010001,00111001101000,00010111011101,01111010010110,11001111100100,10001101011010,00100011110011,11100001001111
10100110011001,11100011100000,01011110111000,10010001101101,01110110001110,00101111100101,11000100110111,11111100000001,01101001011100,01101000101011,01010011010011,10001111001010,10111010110110,00110101110010
00110010111010,00000111111101,11000000111111,01010011000111,01101110100011,11100011010001,10001011101010,01111001101001,01101101011110,11010110001000,10011100010011,01011010110100,10110101100100,10101010001101
00011110001101,00110111110010,01101011001011,10111001011000,11111100100010,10000101101011,01100101101100,01001101010110,11010010111110,11100110010001,10110001000111,01011001110001,00101000111111,10001011100100
00011110001101,00110111110010,01101011001011,10111001011000,11111100100010,10000101101011,01110101101100,01001101010110,11010010111110,11100110010001,10110001000111,01011001110001,00101000111111,10101011100100
01111110001011,01011011110000,11001100111010,00101010110111,00010100111101,10001011101001,00101101011100,11011001000111,00110001101010,01000111100110,10010111010010,10111110100100,11100101110001,11100010011100
10111000110010,11010100001011,11001011100011,00001101111111,00010111110001,01011010111000,10010011011110,11100101101000,10011110100100,01111001000101,11000000110101,00110010101111,10101110011001,01100110010110
00110010011010,00000111111001,11000000111111,00010011000111,01100110100010,11101011010001,10001011101010,01111001101001,01001101011110,11010111001000,10011100010011,01011010110100,10110101110100,10101110001101
11010110100011,00100101110011,01110111000100,01010100011101,10011101101110,11001111011000,10110010111000,01111000010010,01011011101001,01000010111110,00101110001111,10010011010111,11101000110101,11100001001011
10001101001111,10111011100101,11100001011100,01111100010001,01111011001010,01001011110011,10110000111011,00110111010110,11010101100000,11100110000011,01010110101101,01101100100110,11011010010110,10101110111000
00111010101011,11000110101001,01100110000110,11110011011000,10110100110011,01111101100000,10101011100101,01011110010101,11010001001111,11001000111110,10011111000010,00101101011011,01000011110011,00010111111100
11011001010100,00101011001100,00110010010111,10011111100001,00001101011011,11000110001101,10101000111101,01110101111000,10100101000110,10000011111010,01101110110010,11111000001011,00011100101110,01000001100111
10101000101110,01011011001100,10111011010000,11010010111001,10000011000111,11100111100100,00011110110110,11001101011010,01110001010110,00100110011101,00110101101011,11111100000101,01101010100011,00001001110101
01001100010111,00101011110011,10011001010100,01011111100000,00000111011110,00110110110101,10001010101101,00111101001001,10010101100011,11100111000101,01110001101110,11101100111000,11010010011011,10111110000110
00011011001110,10011101101000,01010110001001,00111100010010,00110111100101,10011010010101,01010001110011,01001111110100,11101011000011,10000101011111,10100010111010,11110001011100,01101000101101,11010100100110
00110111000110,11100000011111,10011101001101,10101101110011,01001011100111,01011100111110,00010011111011,01111010010001,01100101101001,11111001001010,11000111011000,11110001110100,11010110100011,10101010101100
